α,L,v_eff_transcription,std_eff_transcription,v_eff_translation,std_eff_translation,fractions_T_protected,std_fractions_T_protected,fractions_T_protected_uncoupled,std_fractions_T_protected_uncoupled,v_eff_est,F_T_est,C₊_est,Cₐ_est,C
1.0,10000,17.058293261209908,0.40552580683686124,17.019974833537685,0.39280424492630495,0.7407248651228289,0.07114074400562072,0.25927513487717113,0.07114074400562072,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.488
10.0,10000,17.059479103324207,0.40440686512416946,17.02302632205407,0.39261373092521445,0.7449035037621023,0.07055579644232109,0.2550964962378976,0.07055579644232109,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.457
0.001,31623,13.970031751545594,1.4074525937565268,11.961167579053042,4.308010738497213,0.2198603085791092,0.24924194211390518,0.7801396914208908,0.24924194211390518,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.267
0.010000000000000002,31623,16.470300865890913,0.5790571116602559,16.458901691752125,0.5787507459569392,0.6408458982301213,0.1034194960397879,0.3591541017698787,0.1034194960397879,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.46
0.1,31623,17.000562729989113,0.22741851078431452,16.988963464956335,0.22593447329658645,0.7319230248925074,0.04113008153670391,0.2680769751074926,0.04113008153670391,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.47
1.0,31623,17.04945700850851,0.22183784016987218,17.037174067924582,0.2188315197409434,0.742134500826317,0.037700859408500334,0.25786549917368295,0.037700859408500334,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.441
10.0,31623,17.06533149061566,0.21547579804509986,17.052735977451732,0.2129695337955262,0.7423516701158517,0.038656380039236764,0.2576483298841484,0.038656380039236764,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.456
0.001,100000,15.4072952633037,1.3149100724973248,15.249857024880717,1.8547153683697788,0.4687637452114848,0.2155138794555475,0.5312362547885152,0.2155138794555475,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.467
0.010000000000000002,100000,16.860965556721148,0.22153342464563153,16.85723192916711,0.2212125532162812,0.70846209165897,0.04000772677723826,0.29153790834103,0.04000772677723826,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.453
0.1,100000,17.03226039125351,0.1264573302084706,17.028434142129893,0.1261936902288312,0.7388229755072091,0.023222188902165944,0.2611770244927909,0.023222188902165944,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.455
1.0,100000,17.054277994009084,0.12068211695042486,17.05082206985594,0.12022579597306127,0.7409553214900415,0.022059179755540163,0.25904467850995844,0.022059179755540163,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.506
10.0,100000,17.05598953147333,0.12149013323559288,17.05256508293067,0.12115291017305374,0.741792938174831,0.02209272562791174,0.25820706182516895,0.02209272562791174,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.517
0.001,316228,16.427263541902583,0.6311269526987804,16.426350854671877,0.6310468386821606,0.6341360839270525,0.10444743824389077,0.36586391607294755,0.10444743824389077,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.504
0.010000000000000002,316228,16.99271734075526,0.09343046251334641,16.991479013855493,0.09339792252575485,0.7303271166368068,0.016443742981056785,0.26967288336319317,0.016443742981056785,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.45
0.1,316228,17.047942516796812,0.07027549611509265,17.046790358348257,0.07025750719037482,0.7403206727453903,0.012551319691848122,0.25967932725460974,0.012551319691848122,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.46
1.0,316228,17.054366622692754,0.07213230878679866,17.053190766638124,0.07198291131033052,0.7415323467030037,0.01274575239632565,0.25846765329699634,0.01274575239632565,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.475
10.0,316228,17.053894752436133,0.07021498174457719,17.05261983453223,0.0702082038744809,0.7412646331807748,0.012596174093233057,0.2587353668192252,0.012596174093233057,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.443
0.001,1000000,16.854183670524293,0.19924734199188698,16.85379415176931,0.19921464963681856,0.7067172440989586,0.03422939371905447,0.2932827559010414,0.03422939371905447,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.46
0.010000000000000002,1000000,17.03342149446394,0.043952474371758754,17.03305158782716,0.04395491758226555,0.7378666532601539,0.0077992028478653126,0.26213334673984606,0.0077992028478653126,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.462
0.1,1000000,17.052953346891528,0.037311490818153104,17.052575804165336,0.037319708340671554,0.7407136757707782,0.006960621017155101,0.2592863242292218,0.006960621017155101,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.467
1.0,1000000,17.053566960700408,0.038627092812177466,17.05316919296953,0.03864052847292321,0.741299718789727,0.007047548139404173,0.258700281210273,0.007047548139404173,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.472
10.0,1000000,17.053319528110233,0.0393582975243465,17.05296215629111,0.03938356527607212,0.7414086902756557,0.006953339433017149,0.2585913097243443,0.006953339433017149,17.496629975776262,0.7410249854996909,0.54920145594375,0.54920145594375,0.477
